organization,domain,visible_url,primary_category,secondary_categories,confidence,notes
Geisinger Health Plan,geisinger.org,https://www.geisinger.org,payer_vbc,Academic Medical Centers; Health Insurance; Hospital Systems; Pennsylvania health insurance and Medicare Advantage plans; Workday,high,Fetch: <urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self; Pennsylvania AMC; Pennsylvania integrated delivery system with health plan; Pennsylvania integrated system; Workday; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)>
Genentech,gene.com,https://www.gene.com,pharma_biotech,Biotech Companies; Biotechnology; Celebrates 50 years of innovation; Phenom; opening new possibilities for drug development,high,Major biotech; R19 new; RWE/medical; Roche subsidiary; failure_reason=no_matching_roles
General Dynamics Health IT,gdit.com,https://www.gdit.com/careers/,Federal Contractors,Federal Contractors,medium,Federal health IT; Federal health research/contractor; GDIT lineage; Workday
Genesis Research,genesisresearch.com,https://www.genesisresearch.com/careers,HEOR / RWE / Consulting,Consulting; Custom; HEOR; HEOR Consulting; RWE,medium,HEOR; HEOR consulting; failure_reason=fetch_failed:<urlopen error timed out>
Genesis Research Group,genesisrg.com,https://genesisrg.com,cro_heor_rwe,HEOR; Market Access; Life sciences consulting HEOR real-world evidence and market access,high,HEOR and market access consulting for biotech and pharma
Genmab US,genmab.com,https://www.genmab.com/careers/,Biotech Companies,Biotech Companies; Workday,medium,failure_reason=no_matching_roles
Genova Diagnostics,gdx.net,https://www.gdx.net,med_device_diagnostics,Diagnostics; Advanced diagnostic testing for functional medicine,high,Gut health nutrition hormones immune function testing
Georgetown CHIR,chir.georgetown.edu,https://chir.georgetown.edu/careers/,Government / Public Health,Custom; Government; Public Health,medium,Insurance policy; failure_reason=no_matching_roles
Georgetown University Health Policy Institute,georgetown.wd1.myworkdayjobs.com,https://georgetown.wd1.myworkdayjobs.com/Georgetown_Admin_Careers,Academic Medical Centers,Academic Medical Centers,medium,Policy; R20 new; SPH/Medicine; adjunct/epi potential
Georgetown University Medical Center,georgetown.edu,https://gumc.georgetown.edu,hospital_system,Academic Hospital,high,Catholic academic medical center and MedStar Health partner
Georgia Department of Health,dhr.georgia.gov,https://dhr.georgia.gov/state-government-jobs,Government / Public Health,Government; Public Health; USAJobs,medium,State public health; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Georgia Department of Public Health,dph.georgia.gov,https://dph.georgia.gov/about-dph/careers,Government / Public Health,Government; GovernmentJobs; Public Health,medium,State public health; failure_reason=no_matching_roles
Georgia Health Information Network,gahin.org,https://www.gahin.org,rwd_registry,Health Information Exchange; State Health Information Exchange,high,Georgia statewide electronic health information exchange
Georgia State University School of Public Health,publichealth.gsu.edu,https://publichealth.gsu.edu,academic,Academic Medical Centers; School of Public Health,high,Also seen under domain gsu.edu; SPH/Medicine; Urban public health school Atlanta; adjunct/epi potential
GHS Index,ghsindex.org,https://www.ghsindex.org,global_health_ngo,Global Health; Epidemic and pandemic preparedness assessment,high,Global Health Security Index research initiative
Gilead Sciences,gilead.com,https://www.gilead.com,pharma_biotech,Biopharma company achieving bold ambitions; Biotech Companies; Pharmaceutical; Pharmaceutical Companies; leading in HIV and liver disease,high,HEOR; Major biopharma company
Ginger (Headspace),headspace.com,https://www.headspace.com/join-us,Digital Health,Digital Health; Greenhouse,medium,Mental health; Merged; failure_reason=no_matching_roles
Ginkgo Bioworks,ginkgobioworks.com,https://www.ginkgobioworks.com/careers/,Biotech Companies,Biotech Companies,medium,Synthetic biology platform
Global Climate and Health Alliance,climateandhealthalliance.org,https://climateandhealthalliance.org,global_health_ngo,Global Health; Climate change and health policy linkage,high,International climate-health advocacy alliance
Global Health Council,globalhealth.org,https://globalhealth.org,global_health_ngo,Global Health; Advocacy for equitable and sustainable global health policies,high,Policy and advocacy organization
Global Health Dynamics,globalhealthdynamics.co.uk,https://www.globalhealthdynamics.co.uk,global_health_ngo,Other; Multi-sector global health consulting and research,medium,UK-based global health contractor
Global Health International,globalhealthinternational.org,https://globalhealthinternational.org,global_health_ngo,Global Health; Independent medical services in challenging environments,medium,Medical service NGO
Global Healthcare Accreditation,globalhealthcareaccreditation.com,https://www.globalhealthcareaccreditation.com,global_health_ngo,Health Systems Strengthening; Medical travel and international healthcare accreditation,high,Healthcare accreditation for medical tourism
Global Heat Health Information Network,heathealth.info,https://heathealth.info,rwd_registry,Health Data Network; Heat Health,medium,International network for heat-health data awareness and capacity building
Glooko,glooko.com,https://glooko.com/careers/,Digital Health,Digital Health,medium,Diabetes data
Glorium Technologies,gloriumtech.com,https://www.gloriumtech.com,clinical_informatics_healthit,Healthcare Software; Health information exchange software development services,medium,Healthcare IT software development consultancy
Gold Coast Health Plan,goldcoasthealthplan.org,https://www.goldcoasthealthplan.org,payer_vbc,Health Insurance; Compassionate care accessible to all,high,California regional health plan
Golin Health,golin.com,https://www.golin.com/careers,Medical Communications,Medical Communications; Workday,medium,Medical/scientific communications; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Government of Prince Edward Island,princeedwardisland.ca,https://services.princeedwardisland.ca/service/pei-provincial-patient-registry,rwd_registry,Patient Registry; General/Provincial,high,Provincial patient registry for Prince Edward Island residents
Governors Public Health Alliance,govpublichealth.org,https://govpublichealth.org,consulting_federal,Policy Research; Coalition of governors working to protect public health,medium,Helps states communicate across state lines
Grail (Illumina),grail.com,https://grail.com/careers/,Biotech Companies,Biotech Companies; Greenhouse,medium,Cancer screening; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Grand Rounds (Included Health legacy),includedhealth.com,https://includedhealth.com/careers/,Digital Health,Digital Health; Lever,medium,R20 new; Virtual care; Virtual care navigation; failure_reason=no_matching_roles
Greater Oregon Behavioral Health Inc. (GOBHI),gobhi.org,https://www.gobhi.org › trauma-informed-care,behavioral_mental_health,Behavioral health company / Mental health company; Regional behavioral health services and trauma-informed care,high,Regional behavioral health organization in Oregon providing trauma-informed care services
Grifols,grifols.com,https://www.grifols.com/en/careers,Pharmaceutical Companies,Pharmaceutical Companies; Workday (embedded; blocked API),medium,Plasma/biologics; failure_reason=no_matching_roles
Grifols Diagnostic Solutions,diagnostic.grifols.com,https://www.diagnostic.grifols.com,med_device_diagnostics,Diagnostics; Transfusion medicine clinical diagnostics and testing services,high,Blood banking and immunohematology diagnostics
GRM Document Management,grmdocumentmanagement.com,https://www.grmdocumentmanagement.com,clinical_informatics_healthit,Healthcare Software; EHRConnect suite for patient data management and EHR consolidation,high,Healthcare document and EHR data management
GSK,gsk.com,https://www.gsk.com,pharma_biotech,Focused biopharma company; Pharmaceutical; Pharmaceutical Companies; develop and deliver medicines and vaccines; discover,high,Also seen under domain gsk.wd5.myworkdayjobs.com; Major pharmaceutical company; RWE
Guardant Health Inc,guardanthealth.com,https://guardanthealth.com/careers/,Biotech Companies,Biotech Companies; Digital Health; SmartRecruiters,medium,Liquid biopsy data; failure_reason=no_matching_roles
Guidehouse,guidehouse.com,https://guidehouse.com/careers,Federal Contractors,Federal Contractors,medium,Consulting; Federal health research/contractor; R20 new; Workday
Gun Violence Prevention Research Roundtable,researchgunviolence.org,https://www.researchgunviolence.org,injury_safety_justice,research coalition; firearm violence prevention research,high,National coalition of medical and public health organizations advocating for firearm violence prevention research funding
H1,h1.co,https://h1.co,rwd_registry,Digital Health; Greenhouse; Healthcare Data Analytics; Real-World Data,medium,Digital health/RWE; Healthcare data and real-world data evaluation platform for life sciences; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Hackensack Meridian Health,hackensackmeridianhealth.org,https://www.hackensackmeridianhealth.org,hospital_system,Hospital System; Hospital Systems; iCIMS,high,Major New Jersey integrated health system; New Jersey system; failure_reason=no_matching_roles
Halloran Consulting,hallorancg.com,https://hallorancg.com/about/careers,HEOR / RWE / Consulting,Consulting; Custom; HEOR; RWE,medium,Regulatory consulting; failure_reason=no_matching_roles
Harris Health,harrishealth.org,https://www.harrishealth.org,hospital_system,Hospital System; Hospital Systems; Workday (embedded; blocked API),high,Houston public health system with population health and 1115 Waiver focus; Houston public system; failure_reason=no_matching_roles
Harrison.ai,harrison.ai,https://harrison.ai,ai_clinical_datascience,Clinical AI; Clinician-led healthcare AI with industry advisory focus,high,Company homepage; page 15
Harvard T.H. Chan School,employment.harvard.edu,https://employment.harvard.edu/,Academic Medical Centers,Academic Medical Centers; Unknown,medium,Public health; R20 new; failure_reason=fetch_failed:<urlopen error timed out>
Harvard T.H. Chan School of Public Health,hsph.harvard.edu,https://hsph.harvard.edu,academic,Academic Medical Centers; Custom; Harvard T.H. Chan School of Public Health: Home; School of Public Health; University,high,"Academic; Also seen under domain aspph.org; HPHCI; Harvard public health school; Leading school of public health; Premier school of public health with global health and climate programs; Research in epidemiology, biostatistics, health economics; failure_reason=no_matching_roles"
Havas Health Network,havashealth.com,https://www.havashealth.com/careers,Medical Communications,Medical Communications,medium,Medical/scientific communications
Hawaii Health Information Exchange,hawaiihie.org,https://www.hawaiihie.org,clinical_informatics_healthit,HIE; Hawaii statewide health information exchange for provider data sharing; Health Information Exchange; State Health Information Exchange,high,Hawaii state HIE enabling provider and hospital data exchange; Hawaii state-level HIE
Hazelden Betty Ford Foundation,hazeldenbettyford.org,https://www.hazeldenbettyford.org,behavioral_mental_health,Substance use treatment organization / Behavioral health company; Addiction treatment and substance use disorder recovery,high,Major national addiction treatment and recovery organization
HCA Healthcare Research Institute,hcahealthcare.com,https://www.hcahealthcare.com,academic,Hospital Systems; Research Institute; Workday,medium,Large clinical research network; Largest for-profit hospital operator; failure_reason=fetch_failed:HTTP Error 403: Forbidden
HCA Midwest Health - Research Medical Center,hcamidwest.com,https://www.hcamidwest.com › locations › research-medical,hospital_system,Regional Health System,high,Kansas City Research Medical Center part of HCA Midwest
HCG (Healthcare Communications Group),hcg.com,https://www.hcg.com/careers,Medical Communications,Medical Communications,medium,Medical/scientific communications
HDR Federal Health,hdrinc.com,https://www.hdrinc.com/careers,Federal Contractors,Federal Contractors; Workday,medium,Federal health research/contractor; failure_reason=no_matching_roles
Headway,headway.co,https://headway.co/careers,Digital Health,Ashby; Digital Health,medium,Behavioral health access; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Health Advances,healthadvances.com,https://www.healthadvances.com/careers,HEOR / RWE / Consulting,Consulting; Custom; HEOR; RWE,medium,Life sciences strategy; failure_reason=no_matching_roles
Health Affairs,healthaffairs.org,https://www.healthaffairs.org/careers,Government / Public Health,Government; Public Health; Unknown,medium,Fetch: HTTP Error 403: Forbidden; Journal/policy; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Health Alliance for Violence Intervention (HAVI),thehavi.org,https://www.thehavi.org,injury_safety_justice,research and advocacy nonprofit; firearm violence prevention research partnerships,high,National alliance building community partnerships for firearm violence prevention research
Health Care Cost Institute,healthcostinstitute.org,https://healthcostinstitute.org/careers-with-hcci/,Research Organizations,Custom; Research Organizations,medium,Claims research; failure_reason=no_matching_roles
Health Catalyst,healthcatalyst.com,https://www.healthcatalyst.com,digital_health,Digital Health; Healthcare Analytics; Healthcare analytics population health and value-based care; Workday,high,Clinical analytics library and data platform; Health data analytics; failure_reason=fetch_failed:HTTP Error 404: Not Found
Health Effects Institute,healtheffects.org,https://www.healtheffects.org/careers,Research Organizations,Research Organizations; Workday,medium,Research institute; failure_reason=no_matching_roles
Health Gorilla,healthgorilla.com,https://www.healthgorilla.com,clinical_informatics_healthit,Digital Health; Interoperability; National health data network and clinical data aggregation platform; UKG; UltiPro,high,Health data network; Healthcare interoperability and data network; failure_reason=no_matching_roles
Health Management Associates,healthmanagement.com,https://www.healthmanagement.com/careers/,HEOR / RWE / Consulting,Consulting; HEOR; RWE; Workday,medium,Medicaid policy consulting; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Health Plan One,hpone.com,https://www.hpone.com,payer_vbc,Other; Health and Medicare insurance broker marketplace,medium,Insurance broker not actual health plan
Health Resources and Services Administration,hrsa.gov,https://www.hrsa.gov,org_harvest,Government; HRSA: Health Resources and Services Administration,high,Employs public health analysts and researchers; Federal agency for underserved populations and health workforce; Federal agency improving access to healthcare services
Health Services and Policy Research Institute,healthsci.queensu.ca,https://healthsci.queensu.ca/research/hsqri,survey_policy_research,Health Services Research; Health services and policy research including rehabilitation,high,Queen's University health policy research institute
Healthix,healthix.org,https://www.healthix.org,clinical_informatics_healthit,HIE; Public health information exchange serving New York region,high,Large regional HIE in New York
HealthPartners Research,healthpartners.com,https://www.healthpartners.com/careers/,Academic Medical Centers,Academic Medical Centers; Oracle Recruiting,medium,Health system; failure_reason=no_matching_roles
HealthVerity,healthverity.com,https://healthverity.com/careers/,Digital Health,Digital Health,medium,Data linkage
Healx,healx.io,https://healx.io,ai_clinical_datascience,AI Drug Discovery; AI drug discovery for neurofibromatosis and rare disease,high,Company homepage; $47M raise noted in SERP; page 16
Heidi,heidihealth.com,https://www.heidihealth.com,ai_clinical_datascience,Clinical AI; AI Care Partner for Modern Clinical Practice - clinical documentation to evidence,high,Company homepage; page 1
Helen Keller International,helenkellerintl.org,https://www.helenkellerintl.org,global_health_ngo,Humanitarian Health; Nutrition vision and neglected tropical disease programs,high,Health care for vulnerable families globally
Helios Medical Communications,heliosmedcomms.com,https://www.heliosmedcomms.com,medical_communications,Medical Communications; Full-service independent global healthcare communications and strategic consultancy ranked 17th on 2020 Sunday Times FastTrack 100,high,NorthEdge investment article and company information - independent medical communications agency
Helix,helix.com,https://www.helix.com,pharma_biotech,Biotech Companies; Delivers clinical genomic testing; Digital Health; Genomics; Workday; and world's largest clinico-genomic database; population health programs,high,Fetch: HTTP Error 308: Permanent Redirect; Genomics and precision health company; Genomics platform; failure_reason=fetch_failed:HTTP Error 308: Permanent Redirect
Hennepin Healthcare Research Institute,hennepinhealthcare.org,https://www.hennepinhealthcare.org,academic,Research Institute,high,Minnesota academic research since 1952
Henry Ford Health,henryford.com,https://www.henryford.com,hospital_system,Hospital System; Hospital Systems; Workday,high,Detroit MI integrated health system with major research enterprise; Detroit academic system; failure_reason=fetch_failed:<urlopen error [SSL: CERTIFICATE_VERIFY_FAILED] certificate verify failed: self signed certificate in certificate chain (_ssl.c:1129)>
Henry Schein,henryschein.com,https://www.henryschein.com,med_device_diagnostics,Other; Medical diagnostic equipment distribution,high,Wide range of medical diagnostic equipment supplier
Hera Digital Health,heradigitalhealth.org,https://heradigitalhealth.org,digital_health,Digital Health; AI-powered health technology for displaced communities,medium,Digital health nonprofit technology organization
Hermes Health,hermes.health,https://hermes.health,ai_clinical_datascience,Healthcare AI; AI-Care cooperative cloud-based platform for preventive and precision healthcare management,high,Company homepage; page 12
HI-BRIDGE Health Information Exchange,mainlinehi.org,https://www.mainlinehi.org,clinical_informatics_healthit,HIE; Electronic health information exchange for doctors nurses and pharmacists,high,Regional HIE serving Main Line Pennsylvania
Hikma Pharmaceuticals US,hikma.com,https://www.hikma.com/careers/,Pharmaceutical Companies,Pharmaceutical Companies; Workday (embedded; blocked API),medium,Generic injectables; failure_reason=no_matching_roles
Hillman Cancer Center,upmc.com,https://careers.upmc.com/,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; Pittsburgh academic system; failure_reason=no_matching_roles; population health research
Hims & Hers,forhims.com,https://www.forhims.com/careers,Digital Health,Digital Health; Unknown,medium,DTC telehealth; Fetch: HTTP Error 403: Forbidden; failure_reason=fetch_failed:HTTP Error 403: Forbidden
Hinge Health,ashbyhq.com,https://jobs.ashbyhq.com/hinge-health,Digital Health,Ashby; Consulting; Digital Health; HEOR; RWE,medium,MSK digital; RWE/HEOR; failure_reason=no_matching_roles
Hippocratic AI,hippocraticai.com,https://hippocraticai.com,ai_clinical_datascience,Healthcare AI; Safest Generative AI Healthcare Agent for health systems payors and pharma,high,Company homepage; page 2
HJF Federal,hjf.org,https://www.hjf.org/hjf-careers,Federal Contractors,Custom; Federal Contractors; Research Organizations,medium,Federal health research/contractor; Military medicine research; failure_reason=no_matching_roles
Holmusk,holmusk.com,https://www.holmusk.com/careers,Digital Health,Digital Health; Lever,medium,Behavioral health RWE; failure_reason=no_matching_roles
Homelessness Policy Research Institute,hpri.usc.edu,https://hpri.usc.edu,survey_policy_research,Policy Research; Homelessness policy housing and social services research,high,USC-based homelessness policy research institute
Hometown Health,hometownhealth.com,https://www.hometownhealth.com,payer_vbc,Health Insurance; Nevada largest not-for-profit insurance NCQA accredited,high,Nevada not-for-profit health plan
HonorHealth,honorhealth.com,https://jobs.honorhealth.com/,Hospital Systems,Hospital Systems; Workday,medium,Hospital/cancer center; failure_reason=fetch_failed:HTTP Error 403: Forbidden; population health research
HonorHealth Research Institute,honorhealthresearch.org,https://honorhealthresearch.org,academic,Research Institute,high,Arizona clinical trials
Houston Methodist,houstonmethodist.org,https://www.houstonmethodist.org,academic,Academic Medical Center; Hospital Systems; Medical Research | Academic Institute; Workday,high,"Academic medical center with research programs; Bioengineering, digital health, and translational research; Houston academic system; Medical research and academic institute; Strong clinical trials infrastructure; failure_reason=fetch_failed:<urlopen error [Errno -2] Name or service not known>"
HRET American Hospital Association,aha.org,https://www.aha.org/careers,Government / Public Health,Custom; Government; Public Health,medium,Fetch: HTTP Error 404: Not Found; Hospital association; Public health research/policy; failure_reason=fetch_failed:HTTP Error 404: Not Found
Huma,huma.com,https://www.huma.com/careers,Digital Health,Custom; Digital Health,medium,Digital RWE; Digital health/RWE; failure_reason=no_matching_roles
Human Frontier Science Program,hfsp.org,https://www.hfsp.org,global_health_ngo,International Research; International basic biomedical research collaboration,high,Cross-border life sciences research funding organization
Humana,humana.com,https://www.humana.com,payer_vbc,Digital Health; Federal Contractors; Health Insurance; Medicare plans and health insurance coverage; Phenom,high,Federal health programs; Federal health research/contractor; Major national Medicare Advantage and health insurer; Medicare Advantage data; failure_reason=no_matching_roles
Humdata,humdata.org,https://data.humdata.org,global_health_ngo,Other; Humanitarian data platform for health emergencies,medium,OCHA humanitarian open data platform
hVIVO,hvivo.com,https://www.hvivo.com,pharma_biotech,Other; Full service clinical research organisation with 30+ years of experience; integrated clinical laboratory and consulting services,medium,Clinical research organization
IANPHI,ianphi.org,https://www.ianphi.org,global_health_ngo,Global Health; Strengthening national public health institutes,high,Network of national public health institutes
IAVI,iavi.org,https://www.iavi.org,global_health_ngo,Infectious Disease; HIV and emerging infectious disease vaccine research,high,International AIDS Vaccine Initiative
IBM Consulting Health,ibm.com,https://www.ibm.com/careers,HEOR / RWE / Consulting,Consulting; HEOR; RWE; Workday (embedded; blocked API),medium,Healthcare consulting; failure_reason=no_matching_roles
Icahn School of Medicine at Mount Sinai,mssm.edu,https://icahn.mssm.edu,academic,Medical School,high,NYC academic medical school
ICF,icf.com,https://careers.icf.com/us/en,Federal Contractors,Federal Contractors; Phenom,medium,Federal health research; Federal health research/contractor; ICF health; ICF subsidiary; Phenom; R19 new; failure_reason=no_matching_roles
ICN,icn.ch,https://www.icn.ch,global_health_ngo,Other; Global nursing workforce representation,high,International Council of Nurses
ICON plc,iconplc.com,https://www.iconplc.com,cro_heor_rwe,CRO; Clinical research consulting and commercial services; Consulting; Custom; HEOR; HEOR Consulting; Market Access; RWE; SmartRecruiters,high,CRO; HEOR consulting; HEOR/RWE/epi consulting; Large global CRO with market access expertise; Oncology HEOR; Patient outcomes; Patient-centered outcomes; R20 new; failure_reason=no_matching_roles
ICRC,icrc.org,https://www.icrc.org,global_health_ngo,Humanitarian Health; Neutral humanitarian health action in conflict zones,high,International Committee of the Red Cross
ICRW,icrw.org,https://www.icrw.org,global_health_ngo,International Research; Gender equity research with health components,medium,International Center for Research on Women
IFRC,ifrc.org,https://www.ifrc.org,global_health_ngo,Humanitarian Health; Red Cross and Red Crescent humanitarian health network,high,World's largest humanitarian network
IHE International,ihe.net,https://www.ihe.net,global_health_ngo,Health Systems Strengthening; Healthcare IT interoperability standards,medium,Health information exchange standards initiative
IHME (UW),healthdata.org,https://www.healthdata.org/careers,Academic Medical Centers,Academic Medical Centers; Research Organizations; Unknown,medium,Global health metrics; R19 new; failure_reason=fetch_failed:HTTP Error 404: Not Found
IITA,iita.org,https://www.iita.org,global_health_ngo,International Research; Tropical agriculture nutrition and food security,medium,International Institute of Tropical Agriculture
Illinois Department of Health,illinois.jobs2web.com,https://illinois.jobs2web.com/,Government / Public Health,Government; Public Health; USAJobs,medium,State public health; failure_reason=no_matching_roles
Illinois Institute of Technology Health,iit.edu,https://careers.iit.edu/,Universities,Universities; Workday,medium,University; failure_reason=fetch_failed:HTTP Error 404: Not Found
Illumina,illumina.com,https://www.illumina.com,med_device_diagnostics,Biotech Companies; Genomics Testing; Sequencing-based molecular diagnostic tests and IVD products,high,Genomics; Leader in genomic sequencing platforms
ILO,ilo.org,https://www.ilo.org,global_health_ngo,Other; Occupational health and labor rights,medium,UN labor agency with occupational health mandate
ImmunityBio,immunitybio.com,https://immunitybio.com/careers,google_harvest,Biotechnology; Careers - Biotech Jobs,high,Biotechnology company career opportunities
Immunocore,immunocore.com,https://www.immunocore.com/careers,Biotech Companies,Biotech Companies; Workday (embedded; blocked API),medium,T-cell receptor biotech; failure_reason=no_matching_roles
Immunomic Therapeutics Inc.,immunomic.com,https://www.immunomic.com,pharma_biotech,Biotechnology; Privately-held clinical stage biotechnology company pioneering study of nucleic acid immunotherapy platforms,high,Biotechnology company
Impact Medical Communications,impactbiomedcom.com,https://www.impactbiomedcom.com,medical_communications,Full-service medical communications agency united by commitment to deliver customized solutions that engage HCPs to improve patient outcomes; Medical Communications; Medical communications agency to tackle unique challenges with tailored solutions,high,Also seen under domain impacthpenet.com; Company connect page - medical communications agency; Google snippet from company page - full-service medical communications agency
Imperial Health Plan,imperialhealthplan.com,https://www.imperialhealthplan.com,payer_vbc,Health Insurance; Medicare Advantage and Marketplace plans across six states,high,Regional health insurer
IMPRI Impact and Policy Research Institute,impriindia.com,https://www.impriindia.com,survey_policy_research,Policy Research; Impact and policy research,high,India-based impact and policy research institute
Imre Health,imrehealth.com,https://www.imrehealth.com/careers,Medical Communications,Custom; Medical Communications,medium,Medical communications; failure_reason=fetch_failed:<urlopen error [SSL: TLSV1_ALERT_INTERNAL_ERROR] tlsv1 alert internal error (_ssl.c:1129)>
IMVA,imva.org,https://www.imva.org,global_health_ngo,Other; International medical volunteer network,high,International Medical Volunteers Association
Inbound Health,inboundhealth.com,https://inboundhealth.com,ai_clinical_datascience,Healthcare AI; AI care at home solutions for hospital overcrowding and new care models,medium,Company homepage; page 14
Incyte,incyte.com,https://www.incyte.com/careers,Biotech Companies,Biotech Companies; Pharmaceutical Companies; Unknown,medium,Fetch: HTTP Error 404: Not Found; HEOR; failure_reason=fetch_failed:HTTP Error 404: Not Found
Independence Health System,independence-health.org,https://www.independence-health.org,clinical_informatics_healthit,HIE; Health information exchange allowing secure patient data access,medium,Health system operating HIE services
Indiana Department of Health,in.gov,https://www.in.gov/spd/careers/,Government / Public Health,Custom; Government; Public Health,medium,State public health; failure_reason=fetch_failed:HTTP Error 404:
Indiana Health Information Exchange,ihie.org,https://www.ihie.org,clinical_informatics_healthit,HIE; Indiana statewide health information exchange for secure data sharing,high,State-level HIE serving Indiana
Indiana University Health,iuhealth.org,https://iuhealth.org,org_harvest,Academic Medical Center; About Our System | IU Health,high,Partnership with Indiana University School of Medicine; Academic health system; Academic health center with specialty services
Indiana University School of Medicine,medicine.iu.edu,https://medicine.iu.edu/expertise/global-health,org_harvest,University; Global Health | IU School of Medicine,high,Strong global health programs in East Africa; Medical school with global health research; Center for Global Health with rural health services delivery
Indiana University School of Public Health-Bloomington,publichealth.indiana.edu,https://publichealth.indiana.edu,academic,School of Public Health,high,IU Bloomington campus
Industrial Consultants LLC,ammonia.com,https://ammonia.com,environmental_occupational_health,"Environmental Consulting Firm; Occupational Health, Regulatory Science",high,Specializes in PSM compliance and industrial safety training for regulated facilities
Industrial Economics Incorporated,ieconomics.com,https://ieconomics.com,environmental_occupational_health,Environmental Consulting Firm; Environmental Consulting,high,Provides objective environmental and industrial economic analysis and consulting services
Inizio,inizio.com,https://inizio.com/our-businesses,medical_communications,Best-in-class scientific knowledge and cutting-edge tech for compelling content and experiences across healthcare; Consulting; HEOR; Medical Communications; RWE,high,Company homepage - medical communications agency; HEOR/medical affairs; Life sciences consulting; Medical communications; Medical/scientific communications; R19 new; R20 new
Innovaccer,innovaccer.com,https://www.innovaccer.com,digital_health,Cornerstone; Digital Health; Population Health; Value-based care data activation platform,high,Healthcare data platform; Population health and intelligent automation for providers; failure_reason=no_matching_roles
Innovative Learning Center,ilearningcenter.education,https://ilearningcenter.education/evaluation-services,survey_policy_research,Program Evaluation; Evaluation consulting for federally funded programs and STEM initiatives,high,Education-focused evaluation services organization
Inova Health System,inova.org,https://www.inova.org,hospital_system,Hospital System; Hospital Systems; Workday,high,Hospital system; Northern Virginia; Northern Virginia IDN including Inova L.J. Murphy Children's Hospital and multiple regional facilities; failure_reason=fetch_failed:<urlopen error [Errno 104] Connection reset by peer>
Inovalon,inovalon.com,https://www.inovalon.com,clinical_informatics_healthit,Clinical Data Platform; Consulting; Data cloud for patient data with FHIR-based APIs and nationwide connectivity; HEOR; RWE,high,Healthcare analytics; Healthcare data platform and analytics company
